5W72F4V3DD,86338824115143178621,1676,9845 wheeler ridge dr,yonkers,washington,19085,422
CFTOPOWNH9,76777317567611546647,2543,9197 w dallas st,davenport,west virginia,70745,826
JGJ4NEN4E5,48584731676623651653,8567,5838 smokey ln,augusta,washington,54711,276
A55HYRMYIS,34653311813562774213,4328,2633 lone wolf trail,san antonio,idaho,27097,447
494SJSVLSO,72152836182721588461,5424,4681 sunset st,van alstyne,south dakota,19213,264
Q8H08GHWYP,18626576474212232121,8354,2021 groveland terrace,shiloh,ohio,53480,647
01TFX4ROFC,21536522127283275473,7852,3601 lakeshore rd,milwaukee,kansas,92008,634
E24R7IHB6G,55235681516511737781,3321,3735 photinia ave,rio rancho,wyoming,60211,641
5WGXJ86E7P,17484612674546256351,3544,2099 hogan st,rockford,maryland,46188,234
XJ4JJV97CT,55425167888155385773,3521,4399 first street,augusta,north carolina,14594,285
XC4X6DLOGW,17258584111218275644,6634,2939 e center st,boulder,alaska,83424,422
6UGVK0BPHL,33641833544712236822,6726,5293 dogwood ave,las cruces,nevada,18770,165
188OQL89CD,58665437281221826373,5323,128 photinia ave,wilmington,maine,63735,226
1KGJV6WJ1K,82281762414857756841,8332,5780 samaritan dr,saint paul,oregon,24902,458
NSM23PXGJF,75573321573216465451,7757,8395 thornridge cir,pueblo,wyoming,68342,875
P6J7I88YQA,22327545614888255736,3736,9121 hillcrest rd,greeley,arizona,12634,633
B16MV1O2FU,65814178732162317824,3268,2654 rolling green rd,little rock,oklahoma,50176,225
VWAS1J5986,37737172254755874366,7761,9141 dane st,paterson,nebraska,64024,325
EJW5LXTYY4,35656442882177622382,8281,2993 edwards rd,moscow,kentucky,40299,814
FO3UJG9705,73135171638143272637,2167,9885 lone wolf trail,orlando,indiana,15542,338
C33HEIIBCH,33648317633263438276,3686,106 w campbell ave,west covina,west virginia,20913,475
P1UBLXIQQU,47572654414614647315,4265,3488 crockett st,pembroke pines,nevada,28275,275
3U0PUJ4YCA,14757128154285272862,7526,2563 james st,lakewood,florida,20634,385
YBBYB9H560,17747553438533631265,5181,8838 samaritan dr,centennial,south carolina,57124,254
50W0E59B2L,22288528575865645384,4736,3277 poplar dr,albuquerque,hawaii,14052,823
QJ5RLMN5OG,66432755135651433455,3834,850 valwood pkwy,frisco,minnesota,36458,856
29H6A4ER9C,47431635132253527711,7122,2590 hickory creek dr,celina,illinois,40590,117
DN3M5A0KHM,17128767674841333556,3845,2142 thornridge cir,mobile,hawaii,96442,168
XMM6666BP9,58258658883266653517,1633,6830 pecan acres ln,van alstyne,wyoming,18984,772
TAFSF6S6BV,15672355773552623241,6777,653 washington ave,lousville,new hampshire,51118,287
53D4B5V7TU,31417181373312885478,2241,8830 bruce st,grants pass,nebraska,13406,466
U7D7N5UGHR,28661765675842328313,3438,3241 railroad st,fort worth,arkansas,79008,878
K7QKW0UYST,83265582761453358776,3674,6259 mcclellan rd,garland,idaho,75742,163
4VTXU0N52Q,32347245573641671541,2587,9078 brown terrace,ventura,south dakota,17432,547
03IHO3HC46,87625585127347616468,5827,8574 miller ave,sterling heights,wisconsin,16266,534
915HBKEB1I,23165626342551683836,3325,3950 spring st,salinas,new mexico,43447,781
R6IR4VFREY,24673758348558761587,7223,5027 marsh ln,jacksonville,washington,83394,538
OLTF9X9CI8,86674256825235116284,5831,7177 preston rd,tacoma,california,71613,874
JQQIYQC7AH,25212834431437577717,5535,2086 pecan acres ln,mckinney,maryland,76074,454
KFNLC9HTA1,47473321762632178425,4713,5966 miller ave,anna,vermont,36309,777
38RKF1YJLY,21662218518213671825,6272,9382 w gray st,oceanside,california,99632,228
K5TU28173T,73843811367318325868,8853,3857 frances ct,madison,west virginia,81160,247
O65YM3PTOH,72631521857566612873,2455,8477 frances ct,las vegas,montana,28481,354
BICS7DW1U6,78824424761553717688,5732,4571 taylor st,springfield,oregon,38434,583
CNY7YPH17W,81777836758433686136,5246,1385 hickory creek dr,duncanville,virginia,48665,614
NVMX4VPW3K,78312173613383523534,2866,1659 e little york rd,bueblo,alabama,28723,381
DN26H2KXRH,34377252565456578427,1147,9216 miller ave,cary,iowa,83101,576
NA7PWS9CE5,47225568278435266471,7461,1128 prospect rd,toledo,california,76778,825
0T6LFOKUQM,18156468141618437542,4138,1920 mockingbird hill,ann arbor,new york,16812,256
TOK1LTFW2V,85133131226225728276,4133,3292 westheimer rd,laredo,utah,26804,864
STQNPINULD,55144785857677144323,1415,6373 hamilton ave,hartford,delaware,35198,712
91F7SCTKBY,57817456364268288166,3135,3771 depaul dr,plano,arizona,50804,518
WJQV7QTYCC,42672223855877665627,4685,5861 daisy dr,lubbock,oregon,86453,574
P7V3D1TK9H,85137461634566643541,8312,62 lovers ln,san antonio,rhode island,13316,668
1JH7U55QST,66652272188175146353,3223,9310 white oak dr,greeley,maryland,64214,528
72H0NVG23A,46752734233463555661,7313,4612 depaul dr,norwalk,vermont,75648,842
5FYXL8OOQO,16538445328171164578,5257,5629 ash dr,stamford,west virginia,67045,552
PE6BH859IN,74731527344341758812,8878,2402 hickory creek dr,west valley city,alabama,92320,276
VWWBUS6Q4J,23773611585281361272,8514,6395 w campbell ave,waterbury,alaska,99148,726
00SBSG0AT2,57674874884835422238,3472,6369 lakeview st,flint,new york,67808,813
J4Y31OMWIX,11256124317643341387,8777,1785 woodland st,garden grove,california,55865,352
476H15CCJP,23238351378212136437,7525,9370 spring st,albany,missouri,25843,317
7W8GYJXL53,21211426427148565247,1223,7695 woodland st,rochester,oregon,40118,268
IPUVE6M6J7,28474151871727164253,7724,4712 mockingbird hill,grand prairie,iowa,45754,758
63M4WFGH49,12634477887181778458,2245,1428 smokey ln,edison,nevada,38956,273
F93NJASDIC,52148563854682827483,5876,3130 locust rd,iowa park,pennsylvania,70010,662
9CO384W1KY,43632631148868574221,1342,8408 lovers ln,cape coral,arizona,76917,748
4BAXHD9N11,47434837333278464765,2361,1694 avondale ave,tempe,arkansas,47652,567
A6YCIFM7TB,15154513741661125537,8361,4368 cherry st,murrieta,virginia,64642,357
AR72835H4F,13454632411862837343,6468,974 harrison ct,san jose,tennessee,86249,158
J6ETVCUUNE,72477414123117671664,3268,9268 royal ln,albany,california,40294,534
SP826ADJMI,24226847641447664755,5442,6836 railroad st,woodbridge,kansas,74485,175
EO6G1JXLAI,18446144348385311515,5611,5206 pecan acres ln,indianapolis,wisconsin,87666,157
56GTI8I23Y,27637244514582485877,5232,6976 country club rd,louisville,hawaii,19113,368
2MWXBJF5TF,53436584242342264624,1722,9646 northaven rd,laredo,new york,85542,163
QTXR4A9196,83312777248137342782,7283,1395 green rd,redding,new mexico,65832,773
18UV9WCNNO,72821125521474834613,6436,9153 hunters creek dr,columbus,north carolina,23834,844
BDOEH9J3WY,81447555436677822313,6225,3734 cackson st,high point,north carolina,95512,813
X50PXVEK9K,63247841516181446362,8553,2031 smokey ln,modesto,tennessee,81320,354
33U6XR4KQC,48127643657771822833,1237,573 e north st,grand rapids,arkansas,26511,416
FEIVT7V5ED,56418153286532426776,3257,1629 woodland st,billings,utah,90036,426
2OKIIQJPS3,36124111362526312544,5114,5223 poplar dr,roseville,massachusetts,98999,633
BBEDVHOCRL,44244574866326676566,4525,3554 sunset st,van alstyne,florida,30008,567
FBKBUEWKMU,14754146714544145625,6862,9078 bruce st,jacksonville,montana,51422,343
2Y1WKFE136,82676646241514613162,8616,3982 spring st,miami,minnesota,96804,755
NFFQ3T0DNB,66816576824557156252,2433,6878 e north st,buffalo,maryland,25168,482
OP52XN9Y7Y,84511255741437228725,6336,8816 paddock way,lubbock,pennsylvania,57140,678
O8R6QM0B6R,65224552467363218262,2547,8848 plum st,clarksville,oregon,49376,368
WI2CD1NYSE,25313385665687833365,7561,3860 green rd,kansas city,florida,11164,657
4FIBPTMVOU,21541674787813366584,6251,9148 hillcrest rd,athens,oklahoma,26465,433
A4Q1YDULG5,81711377848486785174,5111,1931 samaritan dr,columbia,illinois,77215,718
9JRVOA3KKU,18353616248353635184,6544,5074 lakeshore rd,edison,michigan,75367,828
B62VT0B5SH,88465855584873137812,8886,4265 fairview st,washington,mississippi,86533,554
YVSOBOME0P,55537281377877842627,7524,320 saddle dr,chicago,new york,87552,458
HDTAVNGQ9L,56366758211751234118,2681,6515 cherry st,murfreesboro,colorado,31594,585
DEYB6J2K3R,72478185571166175385,1323,877 homestead rd,yakima,pennsylvania,37621,512
7YHKRGJSVO,48318116484152734783,3226,3815 crockett st,south bend,rhode island,90970,437
4LCQ2LQGGS,68186614473454258778,6218,5223 locust rd,fairfield,michigan,53170,361
0TUR3HB5S9,84854481617642144268,3315,7091 college st,coral springs,texas,54876,886
3SR7JAH6P1,24782366518656635652,4434,2953 homestead rd,salt lake city,oregon,86056,766
FJUAD8LUK4,21873831677367548537,1867,5451 groveland terrace,clarksville,kentucky,90035,382
WR98VNM6LH,36344616526175311525,7368,9237 hunters creek dr,roseburg,arkansas,45964,633
YKQO5HKKN2,61664364453585416241,5385,9664 james st,edgewood,new hampshire,75311,247
MT6QXPPI3P,35168432243634762582,8446,6287 cherry st,dallas,vermont,83660,222
7YG8QCNRKC,78856316761326864883,4285,3309 preston rd,north charleston,iowa,58575,855
X01C9YT3HG,25445674352863215112,7415,4058 nowlin rd,raleigh,georgia,47538,133
03OOJIY97P,67225845231554263451,4811,768 prospect rd,farmers branch,south dakota,66505,813
5B5RJ3KU4L,33115664624822762824,8842,5834 cherry st,tallahassee,vermont,20566,712
IVE2GIWNJI,11421462725772361348,5214,9652 robinson rd,denver,mississippi,55370,861
TYQ17B99Y6,76833756261433723211,1776,4950 hamilton ave,san mateo,maine,30383,865
934HD0BD7G,56733362231727175162,5371,7605 prospect rd,temecula,tennessee,92582,752
GDDCKFUAIA,83323852622115742165,8155,701 brown terrace,hayward,massachusetts,35598,274
EWPSHJY9IB,54371858132322153318,8644,1922 ash dr,stanley,pennsylvania,92076,364
TJ8A46C3EN,23418671612343383117,8647,7962 bollinger rd,buffalo,arkansas,96453,346
QI0E4SQKQ0,73612438726756466566,2463,331 fincher rd,port st. lucie,washington,45996,353
N11JCA50SU,37418644114454163233,7488,9300 smokey ln,fayetteville,louisiana,91053,841
MKTMFI1VB8,86617116635274282876,5657,4415 oak ridge ln,amarillo,wyoming,95632,825
W1U7DWPQTK,57381461435212284631,2645,9552 pecan acres ln,richardson,rhode island,63869,624
2ITJ36LLWN,23775522844867571873,7426,1332 preston rd,boulder,new hampshire,61053,363
4GWHMM8NE5,21177246471778833412,2435,6483 stevens creek blvd,salinas,minnesota,95567,245
IAW4YQ6QUI,84714386221186666553,4323,395 westheimer rd,san antonio,california,52761,812
D1UFHBC3WO,18685857772532565658,7652,6092 hunters creek dr,allen,south dakota,29145,565
C5I9B89XMC,23722848513471841653,8142,5219 college st,jacksonville,connecticut,63146,137
J0OLY9XPT3,57757676725772813536,2775,9670 thornridge cir,tulsa,florida,46943,842
JG63OYN7Q1,45152541225135451421,3622,6516 edwards rd,rio rancho,oregon,93061,432
XGB4DWVUQQ,56623384385388134351,4731,1175 paddock way,shiloh,new jersey,12268,671
G5NGVLRSC1,24438745868278785861,3461,1822 westheimer rd,tulsa,arizona,70595,633
O8WGCEOJFW,75133344823825623713,4654,9828 woodland st,murfreesboro,alabama,78390,722
8UXKNB5GUE,31871877625383215825,3586,3288 hillcrest rd,birmingham,oregon,85022,613
VGELLTV919,72153374767654343832,1337,8521 robinson rd,jacksonville,new york,49242,836
IWFNCCXG4I,21351651853225348734,5224,3054 fincher rd,tempe,south carolina,90514,183
C21J69LW3O,25251324181888735287,1254,3929 brown terrace,pembroke pines,south carolina,19810,328
6ONTRNAKS7,61334178265538488372,3227,8270 wycliff ave,san bernardino,south carolina,56932,531
9UV6GLXQBY,73352515827142417551,5524,3410 saddle dr,fullerton,iowa,63444,887
ORC726I7HL,28188111445837884677,1616,7820 miller ave,raleigh,connecticut,75339,122
Y8V623DSM0,56673416585255383466,5448,8978 w gray st,stockton,mississippi,35409,377
PIMNN49KG7,71856487777235835788,4515,5919 harrison ct,long beach,hawaii,34681,836
IRWTP4S16E,54266246148183568551,7685,7606 timber wolf trail,stockton,idaho,31883,165
I562GJN2K9,62143846551544567636,6265,194 sunset st,hialeah,texas,48597,877
4I4G6AUW99,14574266666625118485,8457,420 w dallas st,saint paul,oregon,81152,212
7VPX49TN24,17113885511731785144,1688,8655 depaul dr,bozeman,arizona,89736,234
36MW7UG1HB,87332111573817775662,2847,2059 prospect rd,syracuse,rhode island,40641,233
KVH9NICBPX,54155464348454134866,3361,2876 oak ridge ln,billings,alaska,61573,221
GF8FVW3KKG,32482873458474758882,2821,6919 shady ln dr,tallahassee,new hampshire,31522,515
AHD07OCC3D,67165788244234273713,8844,3783 nowlin rd,hollywood,rhode island,88582,463
8OBY8LMQDA,78326615872752513345,2537,6104 preston rd,los angeles,maine,91837,488
V9VAYRBFT1,78155451328422815378,4744,9486 saddle dr,odessa,florida,44563,547
FAVS645HJG,87687558323641168326,7574,7341 e north st,st. louis,michigan,99510,332
I9315JQWRK,34357643368256377174,1353,5489 wheeler ridge dr,henderson,maine,30862,316
Y0M6719WYA,62444537528148134618,7652,2437 smokey ln,coppell,oklahoma,78733,712
PYKECXD4ER,83352132451465662645,5143,2199 lakeview st,dumas,illinois,14009,381
PQWWKGFATL,24317873514126187454,5457,634 hamilton ave,cedar hill,colorado,24720,114
HM2PYOX4FQ,57671261254745862743,3372,6525 hogan st,santa clarita,maryland,71590,541
101A34PTXM,71122338427333187337,1145,2131 avondale ave,the colony,new mexico,16662,762
PBPEFS83P1,76848825181731664371,1562,3729 hamilton ave,wichita falls,missouri,54299,563
H1H3TX4UQ6,72616261574366676372,2274,6544 oak ridge ln,newport news,alabama,26314,183
0W2JUGXHW2,48236144472343611141,4427,7060 fincher rd,dumas,iowa,45393,747
N9DU8I3MLI,17583487141364465322,4287,4207 fairview st,sunnyvale,alaska,26533,578
3X28LV3RS7,32462676265413443121,5122,8167 washington ave,flint,kansas,42434,774
UQXW55XTE2,34871777186731653843,2563,2910 daisy dr,mcallen,kentucky,78089,636
V9QX10FMXQ,76182675252157378764,6356,4681 bruce st,mobile,kansas,92057,464
1HJUAUVQVI,51146615882665763514,1222,7925 eason rd,anna,wisconsin,15182,286
XMX2HSCSA4,62352318736312451647,7442,5112 lakeshore rd,mckinney,wyoming,99184,636
SWKYEV5TN8,14568327246637516742,2833,741 homestead rd,west jordan,illinois,65395,862
V56X4C4EQT,37642383461242246334,4828,3162 paddock way,college station,north dakota,50074,672
DOH8W6OM5Y,36168164385872856381,8843,3640 hillcrest rd,richardson,north carolina,49184,484
B0VUCR4EQB,73676317724428272214,8771,3319 timber wolf trail,high point,indiana,96249,485
65OYDI8WH2,74266241383327768736,5542,1363 groveland terrace,red oak,north carolina,83444,415
EE5P2RS65X,76472828746631361582,4457,583 forest ln,clarksville,alabama,91117,558
UOS0OOMUYL,42815151277345753273,3871,7731 spring hill rd,brownsville,massachusetts,32243,415
WS2GL712YI,41755878451318776134,6347,9422 wycliff ave,chandler,utah,64689,518
VASW7QL92U,63132168257575141685,7522,2604 edwards rd,elk grove,idaho,13676,662
NVU2EQX6UJ,33717114773625218446,1137,3692 spring st,albany,missouri,99534,827
DPPJCGMQLG,17723112817183575336,3616,1340 green rd,akron,north carolina,92799,647
ABLP150G0Y,18521582277487382767,7288,5246 groveland terrace,albuquerque,michigan,39892,451
RH2MMGGKN9,11235242143448351246,8882,7268 cherry st,lansing,louisiana,94461,157
MBS4IIWNDD,67453852544382688151,2426,9991 e north st,cary,south dakota,97019,536
RB32NUJYG8,54547272265545234534,5185,8328 wheeler ridge dr,reno,indiana,85676,131
67LRHD4F67,54215361345313688752,8657,3229 cackson st,baltimore,wisconsin,93377,754
ID4K6TBPSP,11451484672317735781,5858,8376 preston rd,coral springs,oregon,43218,625
0XG02A4OCJ,12257731358245185462,5126,3038 w dallas st,portland,new york,42503,117
I9TQM9C9LJ,72371237167787811376,2644,3227 mcclellan rd,long beach,washington,45108,478
B10P8KWDR5,65738424781578835335,5263,1135 e pecan st,madison,colorado,40325,772
NMFY5QY0MI,71344163358588527831,4873,9687 photinia ave,boulder,alaska,28092,678
L2CDI98B5F,37248338281884781761,6176,9971 fincher rd,las cruces,illinois,49790,332
U6K4XLG5WD,62884244613675846218,3186,7620 w belt line rd,little rock,washington,64986,153
RHQ2TT6P37,63756326165471217864,4328,9954 first street,killeen,pennsylvania,16711,287
AC6SG9KEX6,87633878384431354125,1831,2655 fincher rd,newport news,oklahoma,55864,754
HH31S8FPXY,17786568452355138571,5374,1369 w 6th st,arvada,iowa,58294,216
K2OXFFHOF9,43861255737141411325,7443,6508 depaul dr,memphis,kentucky,77279,275
SBQRC5H2SV,35765411134351835856,1363,3419 photinia ave,tempe,tennessee,54785,623
E8CAMJOBJV,32466513674277838235,1553,4778 w sherman dr,garland,missouri,98700,538
UIA6C3KNCQ,66828855518331265432,4385,7150 hogan st,allen,minnesota,66137,372
QS2X3HKX00,56742835484575784252,2561,1509 w dallas st,cape coral,idaho,61499,473
6NEXWBFGMU,16141822514171648243,2665,5115 green rd,murrieta,rhode island,64918,838
6XXCKL0OSB,12586266871128776642,7556,8172 e sandy lake rd,seagoville,colorado,22949,862
1RWLMAQTC8,46488647354436333285,1774,8533 taylor st,new haven,north carolina,77015,488
T7OXUQ6KRQ,23868642631126637857,8163,2139 elgin st,rancho cucamonga,new mexico,94235,751
E1V41P9T7R,56546375476728678326,2571,8704 blossom hill rd,boston,new jersey,20717,823
B4NR1424H3,67813784773681624266,2224,3144 wycliff ave,iowa park,colorado,83171,543
57QQ0MS53T,23446525472311278765,1722,446 saddle dr,paterson,montana,33921,585
BVR58ILWK9,77478775753343365737,4142,1708 e north st,daly city,missouri,61461,677
XYCQTA486P,53221433882866568361,5326,852 nowlin rd,north valley,massachusetts,40924,625
BAEJG0NHWU,24166343154615165817,6551,8003 saddle dr,richmond,indiana,70319,553
RG0QMAJRE3,62183673564243553626,2712,115 white oak dr,flowermound,alabama,66754,332
KYBE7VGSVP,54321514137764226527,5645,4791 brown terrace,woodbridge,hawaii,28195,336
1UD0UQ0S82,16621565354433516558,7757,7982 preston rd,waco,oregon,63652,132
6UXVL3JL2X,51785554865731461375,2567,502 depaul dr,provo,arizona,23051,536
7NF7C9UTY0,43177767361615372176,7332,5623 depaul dr,baltimore,massachusetts,85121,312
YWOUTJDM3R,63226286114671542774,3282,6521 brown terrace,fort worth,south dakota,17295,537
WBN3SH2YLP,47476753648253165288,4886,1475 bollinger rd,el monte,vermont,80453,574
V9982BQN1O,14446622585268325543,1835,592 walnut hill ln,aubrey,illinois,61939,546
F05ISRN9SJ,16353735166316526318,5476,7262 cackson st,celina,oklahoma,52037,624
5A546WT60W,22442471237165224474,8361,6431 fincher rd,springfield,arkansas,39556,641
9N1DUPCVCT,47588132351574314742,4534,8132 w 6th st,princeton,maryland,81618,736
IF8CX7MT4O,58558867646364177415,8566,6393 w 6th st,oklahoma city,south carolina,74328,888
XFONKK6FAO,17253357227638168272,2685,1143 mcclellan rd,caldwell,maine,72186,724
EBVJ3TO279,87631166876176833815,7447,7071 fairview st,edison,california,69748,223
WMUA602ABM,71487155575586425768,7626,6015 hamilton ave,allentown,oklahoma,34682,516
6URFSBVAUB,15256412648358647376,7852,8707 stevens creek blvd,stanley,arizona,98361,348
IVY9OSO7BR,56545437767738161413,1351,7398 e little york rd,moreno valley,texas,64398,863
L2YK816GUI,83172157617787453168,1847,3412 edwards rd,helena,montana,94637,314
UG6XLE03CF,85653471261122155676,8273,6095 hillcrest rd,elizabeth,florida,62726,616
RMSKUJGPVY,14352541666348216431,8273,2834 plum st,spokane,idaho,24125,774
80E4BD9F7I,18682328658188637821,8873,7442 paddock way,greensboro,new hampshire,46724,211
C02QFGCQ4G,25381633468468358125,3672,3074 forest ln,waterbury,california,65029,846
A8EGYUCTUX,65633581851181451841,5143,1992 oak lawn ave,santa clarita,washington,27772,834
XXPPBBHH0H,73212261252822423417,2622,33 groveland terrace,waco,minnesota,73373,177
O2NPXWANDI,28874571313874847258,1476,757 bruce st,seymour,delaware,76287,728
5URPD9BARC,84525373616772528236,4384,9450 saddle dr,fort wayne,wisconsin,78855,764
SN9J92WY3U,46816566162633873381,6757,9204 blossom hill rd,omaha,north dakota,24049,774
PFTGE5ROI9,83366672137773334447,3413,3804 plum st,dumas,utah,47011,433
YG54JR76UC,18778627835437242423,2213,3781 karen dr,greeley,wisconsin,91801,551
34D4UCAS1W,22635481228144847121,6462,249 woodland st,pasadena,utah,50732,718
UPHF2948U5,28277152626456412523,4242,2251 railroad st,broken arrow,vermont,96424,177
QIOSEQPB4R,71184317122835628224,2671,420 avondale ave,toledo,connecticut,78467,723
EVXLV8V0FG,42141773176267762252,5133,6061 rolling green rd,surprise,minnesota,64772,645
J2WRQSVQ7I,63878823145414451771,8183,725 pecan acres ln,roanoke,wisconsin,91838,734
MTO9PLMQTP,45174382271586614373,8618,6585 rolling green rd,seattle,washington,51285,363
UEN2NUEI99,41546728127126162754,4376,8570 miller ave,lousville,louisiana,52249,641
LVMAHLHASL,11735138724358764625,3857,6631 hillcrest rd,hampton,vermont,88487,287
AJ2VJ9H5EP,83414835112437142336,4555,6191 central st,long beach,south carolina,12617,767
CBOWADQG9G,42273731241583461685,2254,7351 shady ln dr,grand prairie,tennessee,86994,341
